ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
4608
ITEM: BOX BOUNDS pp pp pp
-1.9532111714571698e-01 3.9523321117145848e+01
-1.6915305391253455e-01 3.4228201053912649e+01
-2.1476581908455117e-01 4.3457965819084727e+01
ITEM: ATOMS id type xu yu zu 
2 2 1.2536 1.14515 0.175256 
578 2 1.30776 0.899672 5.70907 
3 2 0.0147636 1.71432 2.43189 
579 2 0.0587378 1.6742 7.91861 
21 2 5.09417 1.7992 2.55682 
597 2 4.99267 1.77429 7.92662 
4 1 1.16092 2.19519 1.34294 
5 2 0.650336 3.53047 0.635765 
580 1 1.09246 2.05658 6.73492 
581 2 0.531832 3.40931 6.02471 
22 1 6.15691 2.35265 1.49393 
23 2 5.51958 3.59994 0.754789 
598 1 6.06315 2.18439 6.8557 
599 2 5.62968 3.52042 6.10907 
6 2 0.762414 4.85909 3.93496 
7 1 1.30014 6.17669 3.13208 
582 2 0.526276 4.81372 9.27429 
583 1 1.13402 6.18514 8.68853 
24 2 5.51441 5.05522 3.88214 
25 1 6.17329 6.37195 3.1611 
600 2 5.59082 4.94787 9.39353 
601 1 6.17552 6.19266 8.67681 
8 2 0.127242 6.50392 2.05922 
584 2 0.10925 6.71487 7.53231 
26 2 5.06405 6.89467 2.09238 
602 2 5.08466 6.74684 7.66751 
9 2 1.41828 7.37801 4.16393 
585 2 1.22283 7.38552 9.81146 
10 2 3.15113 0.648974 4.02352 
11 1 3.64963 1.96867 3.23158 
586 2 3.1405 0.70237 9.32371 
587 1 3.55895 2.00569 8.57133 
12 2 2.55778 2.29218 2.04261 
588 2 2.54611 2.38805 7.38574 
13 2 3.86567 3.11806 4.33097 
589 2 3.68421 3.19351 9.64976 
15 2 3.78035 5.42839 0.161419 
590 1 4.67582 4.28327 5.07966 
591 2 3.82477 5.45496 5.77302 
16 2 2.69893 5.91532 2.46226 
592 2 2.57418 6.05383 8.00997 
17 1 3.72804 6.57825 1.36829 
18 2 2.99147 7.86329 0.71733 
593 1 3.66874 6.59133 6.94068 
594 2 3.15713 7.8939 6.16861 
1166 1 4.56043 4.28133 10.4232 
20 2 6.36957 1.18072 0.378982 
27 2 6.41367 7.44261 4.34579 
603 2 6.27786 7.27878 9.88996 
577 1 2.23485 -0.146216 5.02947 
596 2 6.22298 1.06913 5.70532 
1153 1 2.24557 0.0690397 10.4466 
38 2 11.2537 1.04377 0.33575 
614 2 11.3517 1.24178 5.61918 
39 2 9.92306 1.87046 2.49582 
615 2 9.99635 1.72069 7.85624 
40 1 11.0647 2.19081 1.38981 
41 2 10.5611 3.42414 0.567801 
616 1 11.0166 2.25634 6.79089 
617 2 10.3456 3.5336 6.27302 
42 2 10.5873 4.98749 4.06519 
43 1 11.2541 6.19967 3.23391 
618 2 10.4867 4.97885 9.37378 
619 1 11.0088 6.27497 8.62546 
44 2 10.251 6.53161 2.04751 
620 2 9.98893 6.8347 7.54351 
45 2 11.3494 7.46259 4.13804 
621 2 11.2764 7.35882 9.72176 
28 2 7.98823 0.693888 3.88702 
29 1 8.54492 2.06277 3.25827 
604 2 8.06678 0.512986 9.24479 
605 1 8.61299 1.88014 8.59535 
30 2 7.51752 2.63958 2.18621 
606 2 7.48387 2.34947 7.56401 
48 2 12.5121 2.27931 2.10667 
624 2 12.444 2.48411 7.53497 
31 2 8.7465 3.18537 4.32357 
607 2 8.89003 3.01644 9.76649 
33 2 8.67349 5.24255 0.424495 
608 1 9.50728 4.35549 5.08673 
609 2 8.70025 5.53132 5.69046 
34 2 7.62517 6.16275 2.57312 
610 2 7.56878 6.09464 7.85605 
52 2 12.6533 6.00466 2.53402 
628 2 12.4524 6.08756 7.90642 
35 1 8.72332 6.40373 1.43766 
36 2 8.15475 7.74737 0.659282 
611 1 8.57073 6.65742 6.80215 
612 2 7.99446 8.04378 6.30643 
1184 1 9.65127 4.20274 10.4968 
595 1 7.18438 -0.0339554 5.09371 
1171 1 7.16913 -0.0270092 10.4602 
1189 1 12.1655 -0.0201989 10.4422 
613 1 12.1836 0.00927858 4.99942 
1207 1 17.0695 -0.0937233 10.597 
622 2 13.0491 0.679055 9.29774 
46 2 13.1931 0.592636 3.87412 
54 2 13.1596 7.7998 0.806846 
630 2 13.079 7.75074 6.01472 
56 2 16.323 1.04458 0.0912754 
632 2 16.3294 1.05705 5.83227 
57 2 15.1258 1.82277 2.35689 
633 2 14.9353 1.87918 7.89684 
58 1 16.1491 2.28527 1.19177 
59 2 15.5692 3.6016 0.463162 
634 1 16.1646 2.24289 6.92629 
635 2 15.754 3.56187 6.14616 
60 2 15.7424 4.96821 3.99254 
61 1 16.2483 6.19086 3.21697 
636 2 15.5654 4.97528 9.45072 
637 1 16.0895 6.25864 8.69819 
62 2 15.1508 6.52534 2.06717 
638 2 15.0279 6.74587 7.61513 
63 2 16.4278 7.36749 4.32029 
639 2 16.3248 7.36298 9.78698 
47 1 13.7442 1.92603 3.12298 
623 1 13.5466 2.06283 8.5967 
64 2 17.8772 0.573307 3.80346 
65 1 18.531 1.86634 3.12664 
640 2 18.1279 0.715502 9.65638 
641 1 18.6205 2.02807 8.93387 
66 2 17.5517 2.3693 1.91173 
642 2 17.5055 2.35495 7.78126 
49 2 14.0376 3.06211 4.21177 
625 2 13.8424 3.1257 9.76433 
67 2 18.6306 3.0197 4.18229 
643 2 18.6125 3.19466 10.0376 
51 2 13.7592 5.39546 0.187534 
626 1 14.8069 4.22561 5.06389 
627 2 13.8753 5.35981 5.71835 
69 2 18.6942 5.30306 0.182039 
645 2 18.5483 5.14951 5.75847 
70 2 17.6238 6.15294 2.45305 
646 2 17.5083 6.01065 8.0404 
53 1 13.7051 6.44854 1.40003 
629 1 13.5902 6.49703 6.81834 
71 1 18.6332 6.46565 1.26724 
72 2 18.0942 7.80771 0.517982 
647 1 18.5076 6.27397 6.84514 
648 2 18.0598 7.68647 6.20701 
1202 1 14.6893 4.22433 10.4951 
631 1 17.0403 -0.0993237 5.02995 
644 1 19.4875 4.14435 4.95859 
1220 1 19.5885 4.25375 10.6422 
721 1 2.30551 8.5017 4.97454 
1297 1 2.09722 8.65339 10.3682 
146 2 1.18795 9.66058 0.286761 
722 2 1.41279 9.67003 5.59152 
740 2 6.2752 9.8005 5.51815 
147 2 0.191274 10.503 2.5575 
723 2 0.132332 10.1839 7.88152 
165 2 5.09078 10.4854 2.51264 
741 2 4.98992 10.368 7.74793 
148 1 1.2088 10.8388 1.41349 
149 2 0.744928 12.168 0.695173 
724 1 1.15261 10.7751 6.76773 
725 2 0.506699 12.1173 6.14045 
166 1 6.22094 10.8505 1.46367 
167 2 5.71328 12.1525 0.669877 
742 1 6.11209 10.8861 6.71468 
743 2 5.55388 12.2378 6.05553 
150 2 0.63313 13.4644 3.79875 
151 1 1.28456 14.8383 3.17867 
726 2 0.720424 13.5621 9.38342 
727 1 1.22159 14.8776 8.71216 
168 2 5.52732 13.4937 3.84986 
744 2 5.72579 13.5163 9.23901 
745 1 6.22641 14.8845 8.55125 
152 2 0.134378 15.325 2.09224 
728 2 0.16876 15.2606 7.52602 
170 2 5.16237 15.4449 2.15557 
746 2 5.152 15.1855 7.37236 
153 2 1.35595 15.9055 4.37251 
729 2 1.19275 16.1089 9.74119 
154 2 3.21027 9.08472 3.78267 
155 1 3.69076 10.4942 3.19326 
730 2 3.04052 9.27984 9.25167 
731 1 3.63396 10.5204 8.53038 
156 2 2.654 10.8892 2.09722 
732 2 2.57749 11.0762 7.43949 
157 2 3.77101 11.6495 4.35219 
733 2 3.91267 11.765 9.63406 
159 2 4.04416 14.0926 0.192306 
734 1 4.61193 12.8985 5.00545 
735 2 3.72777 14.0766 5.63775 
160 2 2.69744 14.6619 2.48385 
736 2 2.68073 14.7808 8.06563 
161 1 3.81107 15.1695 1.40073 
162 2 3.26326 16.4077 0.579975 
737 1 3.70693 15.2104 6.81213 
738 2 3.10172 16.5173 6.24647 
169 1 6.18094 14.8058 3.23145 
171 2 6.41539 15.9458 4.37282 
747 2 6.22228 16.0636 9.61269 
164 2 6.31417 9.61573 0.452352 
1310 1 4.72013 12.8476 10.3798 
739 1 7.15789 8.62742 5.04675 
757 1 12.1922 8.55998 4.97625 
1315 1 7.15083 8.5093 10.4815 
1333 1 12.0863 8.45728 10.5351 
182 2 11.4004 9.73233 0.227798 
758 2 11.3891 9.69399 5.72938 
183 2 10.2248 10.4429 2.4596 
759 2 10.0138 10.1813 7.86411 
184 1 11.242 10.881 1.38583 
185 2 10.638 12.2124 0.728123 
760 1 11.2076 10.7515 6.92157 
761 2 10.6606 12.0972 6.23077 
186 2 10.6936 13.5393 3.97761 
187 1 11.1976 14.8272 3.23984 
762 2 10.4536 13.549 9.28434 
763 1 11.0899 14.9269 8.76853 
188 2 10.0878 15.2425 2.10903 
764 2 10.171 15.3471 7.52597 
189 2 11.2025 16.0356 4.39756 
765 2 11.2326 15.9747 9.92631 
172 2 8.17626 9.18665 3.86334 
173 1 8.79219 10.5194 3.1871 
748 2 8.00418 9.13105 9.26863 
749 1 8.58726 10.3793 8.49418 
174 2 7.67063 10.9386 2.0882 
750 2 7.52815 10.9024 7.39862 
192 2 12.6831 11.0267 2.06694 
768 2 12.5017 10.9631 7.73423 
175 2 8.94869 11.6707 4.32055 
751 2 8.79301 11.549 9.60694 
177 2 8.79458 13.9487 0.259608 
752 1 9.84772 12.8388 5.11474 
753 2 8.8767 13.9536 5.7589 
178 2 7.55444 14.6001 2.42378 
754 2 7.64248 14.7818 7.89913 
196 2 12.6062 14.6232 2.55474 
772 2 12.5992 14.8049 8.15358 
179 1 8.68179 15.0344 1.36248 
180 2 8.12594 16.3246 0.627926 
755 1 8.74348 15.1917 6.80847 
756 2 8.28519 16.5372 6.15178 
1328 1 9.57306 12.7365 10.3451 
198 2 13.0275 16.4079 0.776648 
766 2 13.1834 9.12449 9.45077 
213 2 18.822 14.0255 0.219173 
1351 1 17.1648 8.5552 10.4771 
775 1 17.2136 8.49637 5.08069 
1364 1 19.5339 12.8098 10.5377 
771 2 13.7124 13.9055 5.89463 
770 1 14.537 12.8455 5.09568 
195 2 13.7737 13.9547 0.302851 
1346 1 14.5637 12.839 10.5601 
790 2 17.3884 14.6952 7.92152 
